candidato,criterio_match,id,marca,modelo_consulta,motivo,nivel_match,passou
UNO MILLE FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2012 | FIAT | UNO | MILLE FIRE ECONOMY 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Fire Economy 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
STRADA FIRE,exato,2012 | FIAT | STRADA | FIRE | 1 4 8V | M-5 | FLEX,FIAT,Strada Fire 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: STRADA; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
STRADA FIRE CABINE ESTENDIDA,exato,2012 | FIAT | STRADA | FIRE CABINE ESTENDIDA | 1 4 8V | M-5 | FLEX,FIAT,Strada Fire Cabine Estendida 1.4-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ESTENDIDA, STRADA; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
STRADA TREKKING,exato,2012 | FIAT | STRADA | TREKKING | 1 4 8V | M-5 | FLEX,FIAT,Strada Trekking 1.4-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: STRADA, TREKKING; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
STRADA TREKKING CABINE ESTENDIDA,exato,2012 | FIAT | STRADA | TREKKING CABINE ESTENDIDA | 1 4 8V | M-5 | FLEX,FIAT,Strada Trekking Cabine Estendida 1.4-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ESTENDIDA, STRADA, TREKKING; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
COURRIER L,exato,2012 | FORD | COURRIER | L | 1 6 8V | M-5 | FLEX,FORD,Courrier L 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: COURRIER; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
COURRIER XL,exato,2012 | FORD | COURRIER | XL | 1 6 8V | M-5 | FLEX,FORD,Courrier XL 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: COURRIER; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
SAVEIRO CABINE SIMPLES,exato,2012 | VOLKSWAGEN | SAVEIRO | CABINE SIMPLES | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Saveiro Cabine Simples 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SAVEIRO, SIMPLES; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
SAVEIRO CABINE SIMPLES TROOPER,exato,2012 | VOLKSWAGEN | SAVEIRO | CABINE SIMPLES TROOPER | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Saveiro Cabine Simples Trooper 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SAVEIRO, SIMPLES, TROOPER; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
SAVEIRO CABINE ESTENDIDA,exato,2012 | VOLKSWAGEN | SAVEIRO | CABINE ESTENDIDA | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Saveiro Cabine Estendida 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ESTENDIDA, SAVEIRO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
SAVEIRO CABINE ESTENDIDA TROOPER,exato,2012 | VOLKSWAGEN | SAVEIRO | CABINE ESTENDIDA TROOPER | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Saveiro Cabine Estendida Trooper 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ESTENDIDA, SAVEIRO, TROOPER; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
"QQ 1,0",exato,2013 | CHERY | QQ | 1 0 | 1 0 12V | M-5 | GASOLINA,CHERY,"QQ 1,0 1.0-12V M-5",marca compatível; ano PBEV igual ao ano-modelo FIPE; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
"FACE 1,3 FLEX",exato,2013 | CHERY | FACE | 1 3 FLEX | 1 3 16V | M-5 | FLEX,CHERY,"Face 1,3 Flex 1.3-16V M-5",marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FACE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
UNO MILLE FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2013 | FIAT | UNO | MILLE FIRE ECONOMY 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Fire Economy 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
UNO MILLE FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2013 | FIAT | UNO | MILLE FIRE ECONOMY 4 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Fire Economy 4 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
UNO MILLE WAY ECONOMY 2 PORTAS,versoes_equivalentes,2013 | FIAT | UNO | MILLE WAY ECONOMY 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Way Economy 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO, WAY; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
UNO MILLE WAY ECONOMY 2 PORTAS,versoes_equivalentes,2013 | FIAT | UNO | MILLE WAY ECONOMY 4 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Way Economy 4 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO, WAY; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO UNO ECONOMY EVO 2 PORTAS,versoes_equivalentes,2013 | FIAT | NOVO UNO | ECONOMY EVO 2 PORTAS | 1 4 8V | M-5 | FLEX,FIAT,Novo Uno Economy Evo 2 portas 1.4-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO UNO ECONOMY EVO 2 PORTAS,versoes_equivalentes,2013 | FIAT | NOVO UNO | ECONOMY EVO 4 PORTAS | 1 4 8V | M-5 | FLEX,FIAT,Novo Uno Economy Evo 4 portas 1.4-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO UNO VIVACE EVO 2 PORTAS,versoes_equivalentes,2013 | FIAT | NOVO UNO | VIVACE EVO 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Novo Uno Vivace Evo 2 portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: UNO, VIVACE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO UNO VIVACE EVO 2 PORTAS,versoes_equivalentes,2013 | FIAT | NOVO UNO | VIVACE EVO 4 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Novo Uno Vivace Evo 4 portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: UNO, VIVACE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO UNO SPORTING 2 PORTAS,versoes_equivalentes,2013 | FIAT | NOVO UNO | SPORTING 2 PORTAS | 1 4 8V | M-5 | FLEX,FIAT,Novo Uno Sporting 2 portas 1.4-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SPORTING, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO UNO SPORTING 2 PORTAS,versoes_equivalentes,2013 | FIAT | NOVO UNO | SPORTING 4 PORTAS | 1 4 8V | M-5 | FLEX,FIAT,Novo Uno Sporting 4 portas 1.4-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SPORTING, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
PALIO FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2013 | FIAT | PALIO | FIRE ECONOMY 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Palio Fire Economy 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, PALIO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
PALIO FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2013 | FIAT | PALIO | FIRE ECONOMY 4 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Palio Fire Economy 4 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, PALIO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
500 CULT,exato,2013 | FIAT | 500 | CULT | 1 4 8V | M-5 | FLEX,FIAT,500 Cult 1.4-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 500; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
500 CULT DUALOGIC,exato,2013 | FIAT | 500 | CULT DUALOGIC | 1 4 8V | MTA-5 | FLEX,FIAT,500 Cult Dualogic 1.4-8V MTA-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 500; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
500 SPORT AIR,exato,2013 | FIAT | 500 | SPORT AIR | 1 4 16V | M-5 | FLEX,FIAT,500 Sport Air 1.4-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 500; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
KA FLY,exato,2013 | FORD | KA | FLY | 1 0 8V | M-5 | FLEX,FORD,Ka Fly 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FLY; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
KA PULSE,exato,2013 | FORD | KA | PULSE | 1 0 8V | M-5 | FLEX,FORD,Ka Pulse 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
KA CLASS,exato,2013 | FORD | KA | CLASS | 1 0 8V | M-5 | FLEX,FORD,Ka Class 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
2 MT,exato,2013 | HAIMA | 2 | MT | 1 3 16V | M-5 | GASOLINA,HAIMA,2 MT 1.3-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
PICANTO EX4,exato,2013 | KIA | PICANTO | EX4 | 1 0 12V | M-5 | FLEX,KIA,Picanto EX4 1.0-12V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX4; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
PICANTO LX4,exato,2013 | KIA | PICANTO | LX4 | 1 0 12V | M-5 | FLEX,KIA,Picanto LX4 1.0-12V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: LX4; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
PICANTO EX4,exato,2013 | KIA | PICANTO | EX4 | 1 0 12V | A-4 | FLEX,KIA,Picanto EX4 1.0-12V A-4,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX4; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
PICANTO LX4,exato,2013 | KIA | PICANTO | LX4 | 1 0 12V | A-4 | FLEX,KIA,Picanto LX4 1.0-12V A-4,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: LX4; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
MARCH 10S,exato,2013 | NISSAN | MARCH | 10S | 1 0 16V | M-5 | FLEX,NISSAN,March 10S 1.0-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 10S; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
FORTWO MHD 71CV COUPÉ,exato,2013 | SMART | FORTWO | MHD 71CV COUPE | 1 0 12V | MTA-5 | GASOLINA,SMART,fortwo mhd 71cv Coupé 1.0-12V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: COUPE, FORTWO, MHD; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
FORTWO TURBO 84CV COUPÊ,exato,2013 | SMART | FORTWO | TURBO 84CV COUPE | 1 0 12V | MTA-5 | GASOLINA,SMART,fortwo Turbo 84cv Coupê 1.0-12V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: COUPE, FORTWO; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
FORTWO TURBO 84CV CABRIO,exato,2013 | SMART | FORTWO | TURBO 84CV CABRIO | 1 0 12V | MTA-5 | GASOLINA,SMART,fortwo Turbo 84cv Cabrio 1.0-12V MTA-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FORTWO; carroceria compatível; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
C3 ORIGINE,exato,2013 | CITROEN | C3 | ORIGINE | 1 5 8V | M-5 | FLEX,CITROEN,C3 Origine 1.5-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: C3; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
